Column1,Column2
"The first one I want to think about is the idea of enabling environments, and it starts from a very basic recognition that refugees are human beings like everyone else, but they're just in extraordinary circumstances.",我想首先考虑的 是创造环境这一概念 这来自于一个最基本的认知 难民同所有其他人一样 只是他们处在特定环境中
"Together with my colleagues in Oxford, we've embarked on a research project in Uganda looking at the economic lives of refugees.",我和牛津大学的同事们 在乌干达开始了一个研究项目 研究难民的经济生活
We chose Uganda not because it's representative of all host countries.,我们选择乌干达 并不因为它是接收国中的典型代表
It's not. It's exceptional.,它恰恰是一个例外
"Unlike most host countries around the world, what Uganda has done is give refugees economic opportunity.",不像世界上大部分的东道国 乌干达所做的 是给予难民经济上的机会
It gives them the right to work. It gives them freedom of movement.,给他们工作的权利 给他们行动自由
And the results of that are extraordinary both for refugees and the host community.,这带来的结果是惊人的 无论是对难民还是接收国来说
"In the capital city, Kampala, we found that 21 percent of refugees own a business that employs other people, and 40 percent of those employees are nationals of the host country.",在乌干达首都坎帕拉 我们发现百分之二十一的难民 开公司经营自己的生意 并雇用他人 百分之四十的受雇者 是东道国的国民
"In other words, refugees are making jobs for citizens of the host country.",换句话说 难民在为东道国公民 创造就业
"Even in the camps, we found extraordinary examples of vibrant, flourishing and entrepreneurial businesses.",即使是在难民营 我们也找到了 有活力的、繁荣的创业企业的例子
"For example, in a settlement called Nakivale, we found examples of Congolese refugees running digital music exchange businesses.",打个比方 在一个被称为纳基瓦莱的难民营中 我们找到了刚果难民 经营交易数字音乐的生意
We found a Rwandan who runs a business that's available to allow the youth to play computer games on recycled games consoles and recycled televisions.,我们找到了卢旺达难民的生意 让年轻人可以在回收的操纵台和显示屏上 玩电脑游戏
"Against the odds of extreme constraint, refugees are innovating, and the gentleman you see before you is a Congolese guy called Demou-Kay.",冲破极端的约束 难民们在不断创新 你们面前的是一个叫达蒙-凯的刚果人
"Demou-Kay arrived in the settlement with very little, but he wanted to be a filmmaker.",他到达难民营的时候身无长物 但他想成为电影制作人
"So with friends and colleagues, he started a community radio station, he rented a video camera, and he's now making films.",所以与朋友和同事一起 他创办了一个社区广播站 他租了一个摄像机 他现在在制作电影
"He made two documentary films with and for our team, and he's making a successful business out of very little.",他已经拍摄了两部纪录片 和我们团队 也为了我们团队 并且他从无几的资源起步 拥有了成功的事业
It's those kinds of examples that should guide our response to refugees.,恰恰是这种例子 应该主导我们对难民的反应
"Rather than seeing refugees as inevitably dependent upon humanitarian assistance, we need to provide them with opportunities for human flourishing.",与其认为难民不可避免地依赖人道援助 我们需要给他们提供机会来实现人类繁荣
"Yes, clothes, blankets, shelter, food are all important in the emergency phase, but we need to also look beyond that.",没错，衣服、毯子、避难所、食物 在应急阶段都是非常重要的 但是我们必须也要有长远的思考
"We need to provide opportunities to connectivity, electricity, education, the right to work, access to capital and banking.",我们需要提供网络连接、电力 教育、工作的权利 资金和商业渠道
All the ways in which we take for granted that we are plugged in to the global economy can and should apply to refugees.,所有我们视为理所当然的 进入全球经济的途径 能够并且应该提供给难民
The second idea I want to discuss is economic zones.,我想讨论的第二个想法是经济区
"Unfortunately, not every host country in the world takes the approach Uganda has taken.",不幸的是 并不是世界上所有的东道国 都采用了乌干达的政策
Most host countries don't open up their economies to refugees But there are still pragmatic alternative options that we can use.,大部分东道国的经济都不对难民开放 但是我们仍有实效的替代选择
"Last April, I traveled to Jordan with my colleague, the development economist Paul Collier, and we brainstormed an idea while we were there with the international community and the government, an idea to bring jobs to Syrians while supporting Jordan's national development strategy.",去年四月 我前往约旦 和我的同事－发展经济学家保罗 科里亚一起 我们在那里讨论了一个想法 同国际社会和当地政府一起 这个想法就是给叙利亚人带来就业 同时推动约旦的国家发展战略
"The idea is for an economic zone, one in which we could potentially integrate the employment of refugees alongside the employment of Jordanian host nationals.",这个想法是建立一个经济区 在经济区里 我们可以把难民的就业 和东道国约旦的国民就业结合起来
"And just 15 minutes away from the Zaatari refugee camp, home to 83,000 refugees, is an existing economic zone called the King Hussein Bin Talal Development Area.","扎塔利难民营外仅15分钟的车程 此处安置了83,000名难民 就是一个现行的经济区 被称为侯赛因国王开发区"
"The government has spent over a hundred million dollars connecting it to the electricity grid, connecting it to the road network, but it lacked two things: access to labor and inward investment.",政府投入了超过一亿美金 来连接输电网和道路 但是还缺少两个东西 劳动力和外来投资
"So what if refugees were able to work there rather than being stuck in camps, able to support their families and develop skills through vocational training before they go back to Syria?",所以假使难民能够在那里工作 而不是被困在难民营里 在返回叙利亚前 能够负担家计 并通过职业训练来培养技能 那将会怎么呢？
"We recognized that that could benefit Jordan, whose development strategy requires it to make the leap as a middle income country to manufacturing.",我们认识到这样做有益于约旦 它的国家发展战略要求升级制造业 作为一个中等收入的国家
"It could benefit refugees, but it could also contribute to the postconflict reconstruction of Syria by recognizing that we need to incubate refugees as the best source of eventually rebuilding Syria.",这样做使难民受益 同时也有助于叙利亚的战后重建 通过认识到我们需要培养难民 来作为最终重建叙利亚的最好资源
We published the idea in the journal Foreign Affairs.,我们将这个观点发表在 《国外事务》期刊上
King Abdullah has picked up on the idea.,约旦国王阿卜杜拉也采纳这个想法
"It was announced at the London Syria Conference two weeks ago, and a pilot will begin in the summer.",两星期前 在伦敦叙利亚会议上宣布 试点项目会在今年夏天开始实施
The third idea that I want to put to you is preference matching between states and refugees to lead to the kinds of happy outcomes you see here in the selfie featuring Angela Merkel and a Syrian refugee.,我想展示的第三个想法 是国家和难民之间的偏好匹配 为了达到这幅自拍中的这种满意结局 照片上是德国首相默克尔和一名叙利亚难民
"What we rarely do is ask refugees what they want, where they want to go, but I'd argue we can do that and still make everyone better off.",我们很少询问难民他们想要什么 或是他们想去那里 但是我主张可以这样做 同时让所有人都受益
"The economist Alvin Roth has developed the idea of matching markets, ways in which the preference ranking of the parties shapes an eventual match.",经济学家艾文 罗斯创造了配对市场的概念 也就是双方的偏好顺序决定了最终的匹配
"My colleagues Will Jones and Alex Teytelboym have explored ways in which that idea could be applied to refugees, to ask refugees to rank their preferred destinations, but also allow states to rank the types of refugees they want on skills criteria or language criteria and allow those to match.",我的同事威尔 琼斯和埃里克斯 泰特博因 研究如何应用这个概念来解决难民问题 他们要求难民将偏好的国家排序 但同时允许国家将想要接收的难民种类排序 基于技能或是语言的标准 最后将两种排序匹配
"Now, of course you'd need to build in quotas on things like diversity and vulnerability, but it's a way of increasing the possibilities of matching.",当然 你需要在多样性 和脆弱性这些方面建立配额 但这是一种能提高配对可能性的方法
"The matching idea has been successfully used to match, for instance, students with university places, to match kidney donors with patients, and it underlies the kind of algorithms that exist on dating websites.",这种配对理念已经成功应用于 比方说，配对学生和大学 配对肾捐献者和病患 它也突出了交友网站中的运算法则的重要性
So why not apply that to give refugees greater choice?,所以为什么不应用它来给难民更好的选择呢？
"It could also be used at the national level, where one of the great challenges we face is to persuade local communities to accept refugees.",这同样可应用于国家层面 在这个层面 我们面对的最大问题 是说服地方社区接纳难民
"And at the moment, in my country, for instance, we often send engineers to rural areas and farmers to the cities, which makes no sense at all.",目前 以我的国家为例 我们经常把工程师送到偏远地区 把农民送进城市 完全没有道理
So matching markets offer a potential way to bring those preferences together and listen to the needs and demands of the populations that host and the refugees themselves.,所以匹配市场提供了一种潜在的方式 来匹配这些偏好 并且反映了接收国人民以及难民的需要和要求
The fourth idea I want to put to you is of humanitarian visas.,我的第四个想法是人道主义签证
Much of the tragedy and chaos we've seen in Europe was entirely avoidable.,我们在欧洲看到的大多悲剧和混乱 是完全可以避免的
"It stems from a fundamental contradiction in Europe's asylum policy, which is the following: that in order to seek asylum in Europe, you have to arrive spontaneously by embarking on those dangerous journeys that I described.",这起源于欧洲避难政策的一个根本矛盾之处 如下： 为了在欧洲寻求避难 你必须要自行到达欧洲 经过一段我之前描述的危险的旅程 但是为什么这些旅程是必要的
But why should those journeys be necessary in an era of the budget airline and modern consular capabilities?,在一个存在廉价航空和领事馆的时代？
"They're completely unnecessary journeys, and last year, they led to the deaths of over 3,000 people on Europe's borders and within European territory.",这些都是完全不必要的旅程 去年 这导致了超过三千人的死亡 在欧洲边界和欧洲境内
"If refugees were simply allowed to travel directly and seek asylum in Europe, we would avoid that, and there's a way of doing that through something called a humanitarian visa, that allows people to collect a visa at an embassy or a consulate in a neighboring country and then simply pay their own way through a ferry or a flight to Europe.",如果难民可以能够 直接前往欧洲并寻求庇护 我们就可以避免这些死亡 这的确可以实现 通过人道主义签证 这允许人们在邻近国家的大使馆 或领事馆领取签证 然后自己买单 通过邮轮或者飞机到达欧洲
It costs around a thousand euros to take a smuggler from Turkey to the Greek islands.,要花费大约一千欧元 将一个偷渡者从土耳其带到希腊群岛
It costs 200 euros to take a budget airline from Bodrum to Frankfurt.,只需要二百欧元 坐廉价航空从土耳其的博德鲁姆 飞到德国的法兰克福市
"If we allowed refugees to do that, it would have major advantages.",如果我们允许他们这样做 会带来极大的成果
"It would save lives, it would undercut the entire market for smugglers, and it would remove the chaos we see from Europe's front line in areas like the Greek islands.",这会拯救生命 根除非法偷渡的市场 消除我们在欧洲边缘看到的混乱 像希腊群岛这样的地区
It's politics that prevents us doing that rather than a rational solution.,阻止我们实施这个方案的原因是政治 而不是理性的解决方案
And this is an idea that has been applied.,并且这是一个已经被应用的想法
"Brazil has adopted a pioneering approach where over 2,000 Syrians have been able to get humanitarian visas, enter Brazil, and claim refugee status on arrival in Brazil.","巴西首先采用了这种政策 超过2,000叙利亚人获得了人道主义签证 进入巴西 并在入境时获得申请难民身份"
"And in that scheme, every Syrian who has gone through it has received refugee status and been recognized as a genuine refugee.",在那个计划中 每个叙利亚人都获得了难民身份 并确认是真正难民
There is a historical precedent for it as well.,也有一个历史先例
"Between 1922 and 1942, these Nansen passports were used as travel documents to allow 450,000 Assyrians, Turks and Chechens to travel across Europe and claim refugee status elsewhere in Europe.","在1922年和1942年之间 这些南森护照作为出入境文件 允许450,000名亚述人、土耳其人和车臣人 穿越欧洲 并在欧洲其他地方申请难民身份"
And the Nansen International Refugee Office received the Nobel Peace Prize in recognition of this being a viable strategy.,南森国际难民署荣获了诺贝尔和平奖 表彰这一可行的对策
So all four of these ideas that I've presented you are ways in which we can expand Amira's choice set.,所以我展示给你们的四个想法 都是我们可以增加阿米拉选项的方式
"They're ways in which we can have greater choice for refugees beyond those basic, impossible three options I explained to you and still leave others better off.",让难民可以有更好的选择 而不仅限于三个基本的、不可能的选项 如我之前所说的 并且仍然使所有人受益
"In conclusion, we really need a new vision, a vision that enlarges the choices of refugees but recognizes that they don't have to be a burden.",总的来说 我们需要全新的视角 来增加难民的选择 同时认识到 他们并不一定是社会的负担
There's nothing inevitable about refugees being a cost.,难民成为花费并不是定式
"Yes, they are a humanitarian responsibility, but they're human beings with skills, talents, aspirations, with the ability to make contributions -- if we let them.",的确 难民是我们的人道主义责任 但是他们也是拥有技能、才华 和志向的人类 有贡献社会的能力－如果我们允许
"In the new world, migration is not going to go away.",在一个新的世界里 迁徙并不会消失
What we've seen in Europe will be with us for many years.,我们在欧洲看到的景象在许多年内会一直存在
"People will continue to travel, they'll continue to be displaced, and we need to find rational, realistic ways of managing this -- not based on the old logics of humanitarian assistance, not based on logics of charity, but building on the opportunities offered by globalization, markets and mobility.",人们会不断迁徙 人们仍会背井离乡 我们需要找到一种理性现实的方法来管理－ 并不基于人道主义援助的旧的逻辑 不是基于慈善的逻辑 而是基于全球化、市场和流动性带来的机遇
I'd urge you all to wake up and urge our politicians to wake up to this challenge.,我希望大家都认识到这点 我恳请我们的政府官员 能够迎接这个挑战
Thank you very much.,感谢大家
"As a kid, I used to dream about the ocean.","小时候, 我一直幻想着海洋。"
"It was this wild place full of color and life, home to these alien-looking, fantastical creatures.",那里色彩缤纷、充满活力， 生活着许多长得像外星生物的动物。
I pictured big sharks ruling the food chain and saw graceful sea turtles dancing across coral reefs.,我想象过位于食物链顶端的大鲨鱼， 也幻想过海龟在珊瑚礁间优雅起舞。
"As a marine biologist turned photographer, I've spent most of my career looking for places as magical as those I used to dream about when I was little.",作为从海洋生物学家转行的摄影师， 我职业生涯的大部分时间都在寻找 那些出现在我小时候幻想中的地方。
"As you can see, I began exploring bodies of water at a fairly young age.",如大家所见， 我从很小就开始在水中冒险了。
"But the first time I truly went underwater, I was about 10 years old.",但第一次真正潜入水中， 发生在我10岁那年。
"And I can still vividly remember furiously finning to reach this old, encrusted cannon on a shallow coral reef.",我现在还能清楚地记得， 当时我用力划水 为了够到一根锈迹斑斑， 躺在珊瑚礁上的炮筒。
"And when I finally managed to grab hold of it, I looked up, and I was instantly surrounded by fish in all colors of the rainbow.",最后，我成功够到了炮筒， 抬头一看，发现自己被鱼群包围了， 各种颜色的鱼，像彩虹一样。
That was the day I fell in love with the ocean.,从那天起，我深深爱上了海洋。
"Thomas Peschak Conservation Photographer In my 40 years on this planet, I've had the great privilege to explore some of its most incredible seascapes for National Geographic Magazine and the Save Our Seas Foundation.",（字幕：托马斯•佩斯查克） （字幕：环保摄影师） 在过去40年， 我有幸探索了 地球上最美妙的海洋景观， 为《国家地理杂志》 和“拯救我们的海洋”基金会供稿。
"I've photographed everything from really, really big sharks to dainty ones that fit in the palm of your hand.",我的拍摄对象大到巨型鲨鱼， 小到可以在你手掌上游动。
in the cold seas off Canada's Great Bear Rainforest.,在加拿大大熊雨林边寒冷的海中， 我遇到过座头鲸就在我身边大快朵颐， 那满嘴鱼腥味让我难忘。
And I've been privy to the mating rituals of green sea turtles in the Mozambique Channel.,在莫桑比克海峡，我看到了 绿海龟的求爱仪式。
Everyone on this planet affects and is affected by the ocean.,我们每一个人都会 影响海洋，也会被海洋影响。
And the pristine seas I used to dream of as a child are becoming harder and harder to find.,而我小时候梦想过的纯净海洋， 如今已越来越难找到。
They are becoming more compressed and more threatened.,它们的范围日益缩小， 受到的威胁日益增加。
"As we humans continue to maintain our role as the leading predator on earth, I've witnessed and photographed many of these ripple effects firsthand.",我们人类一直占据着地球上 食物链顶端的位置， 我亲眼见到并用相机记录下了这些行为。
"For a long time, I thought I had to shock my audience out of their indifference with disturbing images.",长久以来，我以为只有震撼的照片 才能让我的观众警醒。
"And while this approach has merits, I have come full circle.",当然这种看法也是有好处的， 那就是让我回到了原点。
I believe that the best way for me to effect change is to sell love.,我相信带来改变的最好方法 就是传播爱。
"I guess I'm a matchmaker of sorts and as a photographer, I have the rare opportunity to reveal animals and entire ecosystems that lie hidden beneath the ocean's surface.",我觉得自己是人和动物间的桥梁， 作为一名摄影师， 我有难得的机会 去揭开隐藏在大洋深处的 动物和生态系统的神秘面纱。
You can't love something and become a champion for it if you don't know it exists.,如果你都不知道某件东西的存在， 你怎么可能 去爱它和保护它呢。
Uncovering this -- that is the power of conservation photography.,而这，恰恰是我们环保摄影师的强项。
"I've visited hundreds of marine locations, but there are a handful of seascapes that have touched me incredibly deeply.",我去过几百个不同海域， 但真正让我永生难忘的景象 只有那么几个。
"The first time I experienced that kind of high was about 10 years ago, off South Africa's rugged, wild coast.",我第一次被这样的场景所震撼 是在差不多十年前， 在南非崎岖陡峭的海岸边。
"And every June and July, enormous shoals of sardines travel northwards in a mass migration we call the Sardine Run.",每年六七月间， 无数的沙丁鱼会向北迁徙， 我们称之为“沙丁鱼潮”。
"And boy, do those fish have good reason to run.",相信我，这些鱼必须这么做。
In hot pursuit are hoards of hungry and agile predators.,因为有成群结队饥肠辘辘、 身手敏捷的捕猎者在身后追赶。
Common dolphins hunt together and they can separate some of the sardines from the main shoal and they create bait balls.,比如集体捕猎的海豚， 它们将一部分沙丁鱼 从鱼群中中分离出来， 把它们聚成球状。
They drive and trap the fish upward against the ocean surface and then they rush in to dine on this pulsating and movable feast.,海豚会把这些沙丁鱼赶到离海面较近的地方 然后冲进鱼群大快朵颐， 享受这移动的盛宴。
Close behind are sharks.,紧随其后的是鲨鱼。
"Now, most people believe that sharks and dolphins are these mortal enemies, but during the Sardine Run, they actually coexist.",大部人会认为， 鲨鱼和海豚是天敌， 但在“沙丁鱼潮”中， 它俩是共存的。
"In fact, dolphins actually help sharks feed more effectively.",实际上，在海豚的帮助下， 鲨鱼吃得更爽了。
"Without dolphins, the bait balls are more dispersed and sharks often end up with what I call a sardine donut, or a mouth full of water.",没有海豚的驱赶， 沙丁鱼很难聚成球状， 鲨鱼经常会从鱼群中间穿过， 就像穿过甜甜圈一样， 有时候只能喝一肚子水。
"Now, while I've had a few spicy moments with sharks on the sardine run, I know they don't see me as prey.",我在“沙丁鱼潮”中与鲨群有过几次亲密接触， 我明白鲨鱼没把我放在眼里。
"However, I get bumped and tail-slapped just like any other guest at this rowdy, rowdy banquet.",但我还是不停被撞到，被尾巴扫到， 就像这场喧闹盛宴上的其他客人一样。
"From the shores of Africa we travel east, across the vastness that is the Indian Ocean to the Maldives, an archipelago of coral islands.",我们从非洲海岸线往东航行， 穿过浩瀚的印度洋， 来到马尔代夫——一个由珊瑚礁组成的群岛。
"And during the stormy southwest monsoon, manta rays from all across the archipelago travel to a tiny speck in Baa Atoll called Hanifaru.",在暴风雨不断的西南季风季节里， 生活在群岛海域的魔鬼鱼 都会聚集到巴阿环礁 一个叫哈尼法鲁的小岛附近。
"Armies of crustaceans, most no bigger than the size of your pupils, are the mainstay of the manta ray's diet.",成群的小虾小蟹， 大部分比咱们的瞳孔还要小， 是魔鬼鱼的主要食物。
"When plankton concentrations become patchy, manta rays feed alone and they somersault themselves backwards again and again, very much like a puppy chasing its own tail.",当这些浮游生物比较分散时， 魔鬼鱼一般单独捕食， 它们在水里不停的向后翻滚， 就像小狗追着自己的尾巴。
"However, when plankton densities increase, the mantas line up head-to-tail to form these long feeding chains, and any tasty morsel that escapes the first or second manta in line is surely to be gobbled up by the next or the one after.",而当浮游生物聚集得越来越多时， 魔鬼鱼就开始首尾相连， 排成长长的进食队形， 队首的魔鬼鱼漏掉的美味 会被后面的同伴吞食干净。
"As plankton levels peak in the bay, the mantas swim closer and closer together in a unique behavior we call cyclone feeding.",随着海湾里的浮游生物越聚越多， 魔鬼鱼的队形也越聚越拢， 这种独特的捕食方法， 我们称之为“旋风捕食法”。
"And as they swirl in tight formation, this multi-step column of mantas creates its own vortex, sucking in and delivering the plankton right into the mantas' cavernous mouths.",魔鬼鱼们层层叠叠， 排成紧密的队形旋转， 形成漩涡，将浮游生物吸住， 径直送入魔鬼鱼巨大的嘴中。
The experience of diving amongst such masses of hundreds of rays is truly unforgettable.,在成百上千魔鬼鱼中间潜水， 那景象让我终生难忘。
"When I first photographed Hanifaru, the site enjoyed no protection and was threatened by development.",当我第一次去哈尼法鲁拍照时， 那里还没有被保护起来， 生态环境受到当地发展的威胁。
"And working with NGOs like the Manta Trust, my images eventually helped Hanifaru become a marine-protected area.",通过与“魔鬼鱼信托基金” 这类的非政府组织合作， 我的照片最终帮助哈尼法鲁 成为了海洋保护区。
"Now, fisherman from neighboring islands, they once hunted these manta rays to make traditional drums from their skins.",附近岛屿的渔民， 曾经捕杀过许多魔鬼鱼， 用它们的皮来制作传统的鼓。
"Today, they are the most ardent conservation champions and manta rays earn the Maldivian economy in excess of 8 million dollars every single year.",而如今，他们成为了魔鬼鱼最坚定的保护者， 魔鬼鱼每年为马尔代夫带来 超过800万美元的收入。
"I have always wanted to travel back in time to an era where maps were mostly blank or they read, ""There be dragons.""",我一直想回到过去， 回到那个大部分地图还是一片空白， 或者标着“此处有龙”的时代。
"And today, the closest I've come is visiting remote atolls in the western Indian Ocean.",到目前为止，我去过的 最类似的地方是一些位于西印度洋 的偏远环礁。
"Far, far away from shipping lanes and fishing fleets, diving into these waters is a poignant reminder of what our oceans once looked like.",那里远离渔场和渔船， 在那里潜水总是让我感到悲凉， 因为它让我想起海洋曾经的样子。
"Very few people have heard of Bassas da India, a tiny speck of coral in the Mozambique Channel.",很少有人听说过印度礁， 它是一个很小的珊瑚环礁， 位于莫桑比克海峡。
Its reef forms a protective outer barrier and the inner lagoon is a nursery ground for Galapagos sharks.,它外围的礁石形成了保护屏障 中间的环礁湖成为了 加拉帕戈斯鲨鱼的幼儿园。
"These sharks are anything but shy, even during the day.",这些鲨鱼从不害羞， 即使在白天也一样。
I had a bit of a hunch that they'd be even bolder and more abundant at night.,我猜它们在晚上会更加活泼， 数量也会更多。
Never before have I encountered so many sharks on a single coral outcrop.,我以前从未在一个珊瑚环礁湖中 看到过如此多的鲨鱼。
Capturing and sharing moments like this -- that reminds me why I chose my path.,记录和分享这样的瞬间—— 时刻提醒我选择这条道路的初衷。
"Earlier this year, I was on assignment for National Geographic Magazine in Baja California.",今年早些时候，为完成 《国家地理杂志》的合约拍摄， 我来到加利福尼亚半岛。
"And about halfway down the peninsula on the Pacific side lies San Ignacio Lagoon, a critical calving ground for gray whales.",在半岛中部，临太平洋的一侧， 坐落着圣伊格纳西奥环礁湖， 那里是灰鲸重要的繁殖地。
"For 100 years, this coast was the scene of a wholesale slaughter, where more than 20,000 gray whales were killed, leaving only a few hundred survivors.",在过去的一百年里， 这段海岸线就是一个巨大的屠宰场， 超过2万头灰鲸在这里被杀， 只剩下几百头幸存者。
Today the descendents of these same whales nudge their youngsters to the surface to play and even interact with us.,而现在，这些灰鲸的后裔 会将自己的幼仔推向海面， 玩耍嬉戏，甚至与我们互动。
This species truly has made a remarkable comeback.,这一物种令人惊讶地恢复过来了。
"Now, on the other side of the peninsula lies Cabo Pulmo, a sleepy fishing village.",在半岛的另一侧是普尔莫角， 一个宁静的小渔村。
Decades of overfishing had brought them close to collapse.,数十年的过度捕捞一度 将这个村子带到破产边缘。
"In 1995, local fisherman convinced the authorities to proclaim their waters a marine reserve.",1995年，当地渔民说服政府 将这片海域列为海洋保护区。
But what happened next was nothing short of miraculous.,接下来发生的一切简直可以说是奇迹。
"In 2005, after only a single decade of protection, scientists measured the largest recovery of fish ever recorded.",在2005年，仅仅经过10年的保护， 科学家发现，当地鱼群数量 得到了创纪录的恢复。
But don't take my word for it -- come with me.,眼见为凭，跟我一起来吧。
"On a single breath, swim with me in deep, into one of the largest and densest schools of fish I have ever encountered.",深吸一口气，与我一起潜入海底， 去看看我遇到过的最庞大、最密集的鱼群 是什么样子。
We all have the ability to be creators of hope.,我们都有能力创造希望。
We do little for our patients if we fail to recognize these social injustices.,我们为病患做到很少 如果我们没有意识到 这些社会不公正
"Sounding the alarm is the first step towards doing public health right, and it's how we may rally support to break through and create real change together.",敲响警钟是向正确方向 引导公众保健的第一步， 这是我们寻求支持的方式， 一起去突围，去创造真正改变的方式
"So these days, I'm not staying quiet.",所以现如今，我没有保持沉默
"I'm speaking up about a lot of things, even when it makes listeners uncomfortable, even when it makes me uncomfortable.",我对很多事大胆直言 尽管让听者感到不适 尽管让我感到不适
"And a lot of this is about racial disparities and institutionalized racism, things that we're not supposed to have in this country anymore, certainly not in the practice of medicine or public health.",这其中，很多是关于种族隔离 和有组织的种族主义 这些不应该发生在这个国家的事情 不应该存在于医疗实践中 或者公众保健中的事情
"But we have them, and we pay for them in lives cut short.",但是它们确实存在 我们为此付出缩短生命的代价
"That's why sounding the alarm about the impact of racism on health in the United States, the ongoing institutional and interpersonal violence that people of color face, compounded by our tragic legacy of 250 years of slavery, 90 years of Jim Crow and 60 years of imperfect equality, sounding the alarm about this as New York City's Health Commissioner.",这就是在美国对种族主义 影响保健事业敲响警钟的原因 持续地有组织的，人际间的 对有色人种的暴力 与我们悲剧性的历史息息相关 250年的奴隶制度 90年的种族歧视 60年的不完善的平等关系 为此敲响警钟 是我作为纽约市卫生专员的 工作重心
"In New York City, premature mortality -- that's death before the age of 65 -- is 50 percent higher for black men than white ones.",在纽约市，过早死亡率， 即在65岁之前过世， 黑人比白人高出50%
A black woman in 2012 faced more than 10 times the risk of dying related to childbirth as a white woman.,在2012年，黑人女性 相比白人女性，面对着多于10倍的 与生育相关的 死亡风险
"And though we've made enormous strides in reducing infant mortality rates, a black baby still faces nearly three times the risk of death in its first year of life as compared to a white baby.",尽管我们在减少婴儿死亡率方面 已经取得了巨大的进步 黑人婴儿出生后 第一年死亡率依旧是白人婴儿的 近三倍
New York City's not exceptional.,纽约市并非特例
These statistics are paralleled by statistics found across the United States.,这些统计数据 在美国全境都相类似
A recent New York Times analysis reported that there are 1.5 million missing black men across the country.,一份最近的纽约时报分析 报道全国大概有 一千五百万的失踪黑人男性
"They noted that more than one out of every six black men who today should be between the ages of 25 and 54 years have disappeared from daily life, lost either to prison or premature death.",作者指出 25至54岁的黑人男性 每六人中，就有至少一人 从日常生活中消失 或因牢狱之灾，或因过早死亡
"There is great injustice in the daily and disproportionate violence faced by young black men, the focus of recent protests under the banner #BlackLivesMatter.",年轻黑人日常要面对 不成比例的暴力行为 这是非常不公平的 这些都存在于最近高举 “黑人生命很重要”标语的抗议中
"But we have to remember that enduring and disparate rates and the occurrence and outcome of common medical conditions -- heart disease, cancer, diabetes, HIV -- diseases that may kill slowly and quietly and take even more black lives prematurely.",但是我们需要记住 在普通医疗的 现状和结果， 以及持久且奇高的疾病比率， 心脏病，癌症，糖尿病，艾滋病， 那些缓慢地安静地吞噬生命的疾病 让更多黑人生命过早消逝的疾病
"As the #BlackLivesMatter movement unfolded, I felt frustrated and angry that the medical community has been reluctant to even use the word ""racism"" in our research and our work.",随着“黑人生命很重要”运动的展开 我感到受挫和愠怒 医疗团体 在研究和工作中， 甚至对“种族主义”一词的使用 都犹豫不决
You've probably felt something every time I've said it.,我每次说它时， 你大概已经有所感觉
"Our medical students held die-ins in their white coats, but the medical community has largely stood by passively as ongoing discrimination continues to affect the disease profile and mortality.",医学学生身着白袍， 以死抗议生化武器 但是医疗团体面对 持续的种族歧视 对疾病状况和死亡率的影响 很大程度上袖手旁观
"And I worry that the trend towards personalized and precision medicine, looking for biological or genetic targets to better tailor treatment, may inadvertently cause us to lose sight of the big picture, that it is the daily context, where a person lives, grows, works, loves, that most importantly determines population health, and for too many of us, poor health.",我很担心 趋向个人化和准确化的药物 找寻生物和基因目标 以更好的设计疗法 可能会不经意地 使我们不能着眼大局 而这正是日常生活的场景 一个人的生活，成长， 工作，相爱的地方 重要地影响着群体健康 对我们很多人来说，健康不良
"As health professionals in our daily work, whether in the clinic or doing research, we are witness to great injustice: the homeless person who is unable to follow medical advice because he has more pressing priorities; the transgender youth who is contemplating suicide because our society is just so harsh; the single mother who has been made to feel that she is responsible for the poor health of her child.",在日常生活着，作为保健工作者 无论在诊所里，还是做研究时 我们都是巨大不公正的目击者： 流浪者，无法遵从医嘱， 因他要优先考虑更加紧迫之事； 年轻的变性人，计划自杀， 因我们的社会太过无情； 单身母亲，被迫使感到需要对她孩子的 健康不良负责。
Our role as health professionals is not just to treat our patients but to sound the alarm and advocate for change.,作为保健工作者， 我们的角色 不只是治疗我们的病人 更是敲响警钟 主张变革
"Rightfully or not, our societal position gives our voices great credibility, and we shouldn't waste that.",且不论合理与否 我们的社会岗位 让我们的声音更加可信 而我们不应该浪费它
"I regret not speaking up in Zimbabwe, and I've promised myself that as New York City's Health Commissioner, I will use every opportunity I have to sound the alarm and rally support for health equity.",我对在津巴布韦没能坦率表达 感到后悔 我已经对自己承诺 作为纽约市保健专员 我将会利用拥有的所有机会 去敲响警钟 去为保健平等寻求支持
"I will speak out against racism, and I hope you will join me, and I will join you when you speak out against sexism or any other form of inequality.",我将对种族歧视直言反对 我也希望你们能够加入我 而我也会加入你们， 当你们为性别歧视， 或者任何一种不平等， 直言反对之时
It's time for us to rise up and collectively speak up about structural inequality.,是时候让我们起来反抗了 共同地对结构性不平等 大胆直言
We don't have to have all the answers to call for change.,对倡导变革，我们不需要 拥有所有答案
We just need courage.,我们只需勇气
"The health of our patients, the health of us all, depends on it.",我们病患的健康 我们自身的健康，全赖于此
